FileName	Makam Calc	Tonic Calc	Tonic Annot	Makam Annot	Result	Ratio
gazeller__vol_1/10_NigehGulciniHasret_K.mp3	Segah	246.80171	249.7	makam: Segah	TRUE	0.98839295
ihsan_ozgen__anatolia__meragi_itri/07_-_rebab_taksimi.mp3	Segah	156.28403	312	makam: Segah	TRUE	1.0018207
ilhan_barutcu__ask-i_neyzen/11_sagah_taksim.mp3	Segah	488.0882	489.2	makam: Segah	TRUE	0.9977273
KoraySafkan_C_1224_Segah_240292/1_UdTaksimi.mp3	Segah	164.00389	164	makam: Segah	TRUE	1.0000237
tanburi_cemil_bey__vol_5/08_-_segah_taksim__kemence_.mp3	Segah	374.48532	373	makam: Segah	TRUE	1.0039821
yorgo_bacanos_1900-1977___arsiv/02_segah_taksim.mp3	Segah	204.3231	201	makam: Segah	TRUE	1.0165329
fahrettin_cimenli__yayli_tanbur__vol_1/09_sehnaz_taksim.mp3	Sehnaz	219.73404	236	makam: Sehnaz	FALSE	
40Makam40Anlam_1/1-04_tanbur_taksimi___sultaniyegah_makaminda__.mp3	Sultaniyegah	137.89977	184.8	makam: Sultaniyegah	FALSE	
dede_efendi__mevlevi_sesler__1_ferahfeza/1_08_taksim.mp3	Sultaniyegah	164.79404	109	makam: Sultaniyegah	FALSE	
gazeller__vol_2/02_MestiNazimKimBuyuttuBoyle_K.mp3	Sultaniyegah	169.94112	230	makam: Sultaniyegah	FALSE	
halil_karaduman__kanun_sololari/05_sultaniyegah.mp3	Sultaniyegah	330.2857	220	makam: Sultaniyegah	FALSE	
ilhan_barutcu__ask-i_neyzen/03_sultaniyegah_taksim.mp3	Sultaniyegah	442.3126	289.7	makam: Sultaniyegah	FALSE	
MastersOfTurkishMusicNey1/13_sultaniyghtaksim_Ney.mp3	Sultaniyegah	485.21365	323.5	makam: Sultaniyegah	FALSE	
MuratAydemir_MakamGuide2/2-27_sultani_yegah_taksim.mp3	Sultaniyegah	164.28654	221	makam: Sultaniyegah	FALSE	
osmanli_dan_bugune_turk_musikisi_ney_CanGulbol/07_-_sultaniyegah_taksim.mp3	Sultaniyegah	491.39746	327.7	makam: Sultaniyegah	FALSE	
soz_saz_istanbul_yenikapi_mevlevihanesi/09_suntaniyegah_makaminda_kanun_taksimi.mp3	Sultaniyegah	248.24226	328.4	makam: Sultaniyegah	FALSE	
turk_musikisinde_tanbur_taksimleri/08_sultaniyegah_taksimi.mp3	Sultaniyegah	243.38539	433.1	makam: Sultaniyegah	FALSE	
TurkMuzigiUstalari_kemence1/01_sultaniyghtaksim_Kemence.mp3	Sultaniyegah	260.40808	348	makam: Sultaniyegah	FALSE	
ask_2/2-19_suzidil_taksim.mp3	Suzidil	377.80994	383	makam: Suzidil	TRUE	0.98644894
40Makam40Anlam_2/2-06_tanbur_taksimi___suzinak_makaminda__.mp3	Suzinak	122.88418	248	makam: Suzinak	TRUE	0.9910014
ahenk_1/10_kemence_taksimi__suzinak.mp3	Suzinak	288.69846	583	makam: Suzinak	TRUE	0.9903892
bekir_sidki_sezgin_den_secmeler_trt_arsiv_serisi_28/17-suznak_kanun_taksimi-erol_deran.mp3	Suzinak	259.10577	261	makam: Suzinak	TRUE	0.9927424
BekirSidkiSezgin_14/suznak_kanun_taksimi.mp3	Suzinak	268.02396	271	makam: Suzinak	TRUE	0.98901826
kudsi_erguner_ensemble__tatyos_efendi_kulliyati/19_ud_taksim.mp3	Suzinak	97.06771	97.1	makam: Suzinak	TRUE	0.99966747
lalezar__volume_3_minority_composers/07_-_ney_taksim.mp3	Suzinak	370.65225	494.8	makam: Suzinak	FALSE	
lalezar__volume_3_minority_composers/10_-_kanun_taksim.mp3	Suzinak	245.66388	247.4	makam: Suzinak	TRUE	0.99298257
MuratAydemir_MakamGuide1/1-24_suznak_taksim.mp3	Suzinak	148.03589	148	makam: Suzinak	TRUE	1.0002425
Ney_ile_Icra_Edilmis_Saz_Eserleri/suz-nak_saz_semai__mansur_ney_.mp3	Suzinak	391.16327	394.8	makam: Suzinak	TRUE	0.99078846
12MakamdaYayli_tanbur_taksimleri/12_ussak.mp3	Ussak	297.38147	445	makam: Ussak	FALSE	
14_makamda_keman_taksimi/14_ussak_taksim.mp3	Ussak	329.44077	331	makam: Ussak	TRUE	0.9952893
16_makamda_ud_taksimleri/01_ussak.mp3	Ussak	123.39146	123	makam: Ussak	TRUE	1.0031825
barkcin_sarigul_erdal_erdem_kutlu__can_sesi_ask_nefesi/01_-_ussak_ney_taksimi.mp3	Ussak	427.75833	428	makam: Ussak	TRUE	0.99943537
BekirSidkiSezgin_16/ussak_tanbur_taksimi.mp3	Ussak	140.98158	141	makam: Ussak	TRUE	0.9998694
dersaadette_aksam/08_guzelsin_-_ahmed_celal_tokses.mp3	Ussak	177.75153	270	makam: Ussak	FALSE	
dersaadette_aksam/09_her_zaman_bir_vamik_u_azra_olur_alem_bu_ya_-_hafiz_osman.mp3	Ussak	383.80704	383	makam: Ussak	TRUE	1.0021071
enst_tsm_besteleri__saz_eserleri/05_kanun_taksimi.mp3	Ussak	439.87534	442	makam: Ussak	TRUE	0.99519306
enst_tsm_besteleri__saz_eserleri/08_klarnetTaksimi.mp3	Ussak	328.57315	220	makam: Ussak	FALSE	
ergin_kizilay__ud_taksimleri/09_09-ussak.mp3	Ussak	121.51643	122	makam: Ussak	TRUE	0.99603635
gazeller__vol_2/12_BanaMeySunmaSaki_K.mp3	Ussak	370.31308	372.8	makam: Ussak	TRUE	0.9933291
gazeller__vol_2/03_HasretleBuSeb_K.mp3	Ussak	186.27788	186.7	makam: Ussak	TRUE	0.9977391
gazeller__vol_2/06_HacerulEsvedImis_K.mp3	Ussak	139.60855	281.6	makam: Ussak	TRUE	0.991538
ittmt_sevki_bey/01_kemencetaksimi_sertactezeren.mp3	Ussak	293.67438	294.4	makam: Ussak	TRUE	0.9975353
KoraySafkan_B_3145_ussak_270592/4_viyola_taksimi.mp3	Ussak	294.40186	295.9	makam: Ussak	TRUE	0.994937
kudsi_erguner_ensemble__saz_eserleri/08_ussak_ney_taksim.mp3	Ussak	439.52078	219.9	makam: Ussak	TRUE	0.99936515
music_from_sufi_way__sultan_of_the_eleven/03_hasan_esen.mp3	Ussak	294.7325	295.9	makam: Ussak	TRUE	0.9960545
sultan_bestekarlar__disc_2_saz_eserleri/2-09_kanun_taksimi.mp3	Ussak	329.8	331	makam: Ussak	TRUE	0.9963746
ud_disc_1/1-04_ussak_taksim.mp3	Ussak	188.70337	189	makam: Ussak	TRUE	0.99843055
yorgo_bacanos_udi/05_ussak_taksim.mp3	Ussak	163.49171	325	makam: Ussak	TRUE	1.0061028
